quant.enable_rotation,quant.enable_reorder,quant.enable_smooth,quant.smooth.enable_xw,quant.smooth.enable_yx,quant.wgts.enable_calib_range,word_perplexity,folder
True,True,True,False,True,True,5.916716239471968,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.yx-w.static.kernel.orange/krnl-rot-rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.184843
True,True,True,True,True,False,5.873583338942434,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw.yx-w.static.kernel/krnl-rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241120.172247
False,True,False,False,False,False,5.927105655816408,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-w.static.kernel/krnl-rodr.Seq.[fc2]-pileval.128x1024.[0-0]-241121.053321
True,True,True,True,False,True,5.914486414073787,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw-w.static.kernel.orange/krnl-rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.174812
True,False,False,False,False,True,5.915484160560654,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-w.static.kernel.orange/krnl-rot-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.002729
False,False,True,False,True,True,5.944497810321508,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.yx-w.static.kernel.orange/krnl-smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.082339
True,True,False,False,False,True,5.91196706020258,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-w.static.kernel.orange/krnl-rot-rodr.Seq.[fc2]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.195502
False,True,False,False,False,True,5.925181282348495,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-w.static.kernel.orange/krnl-rodr.Seq.[fc2]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.045956
False,True,True,True,True,False,5.838751961988102,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw.yx-w.static.kernel/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241121.021731
True,False,True,False,True,True,5.907828740847424,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.yx-w.static.kernel.orange/krnl-rot-smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.232638
True,True,True,False,True,False,5.910194146426367,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.yx-w.static.kernel/krnl-rot-rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241120.193132
False,True,True,True,True,True,5.863821768506325,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw.yx-w.static.kernel.orange/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.012234
False,False,True,True,True,True,5.870831553777457,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.xw.yx-w.static.kernel.orange/krnl-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.055611
False,False,False,False,False,True,5.949089439873895,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/w.static.kernel.orange/krnl-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.092500
False,False,True,False,True,False,5.94310691400311,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.yx-w.static.kernel/krnl-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241121.090234
True,False,True,True,False,True,5.875443326592529,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.xw-w.static.kernel.orange/krnl-rot-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.221149
False,False,True,True,False,True,5.8448321938964325,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.xw-w.static.kernel.orange/krnl-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.070814
True,False,True,True,True,True,5.896192326248719,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.xw.yx-w.static.kernel.orange/krnl-rot-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.205448
True,True,True,True,False,False,5.871370468908019,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw-w.static.kernel/krnl-rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-pileval.128x1024.[0-0]-241120.182248
False,True,True,True,False,True,5.876878636693028,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw-w.static.kernel.orange/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.023942
False,True,True,False,True,False,5.926925484211032,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.yx-w.static.kernel/krnl-rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241121.043643
False,True,True,True,False,False,5.8398838221087255,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw-w.static.kernel/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-pileval.128x1024.[0-0]-241121.033323
