quant.enable_rotation,quant.enable_reorder,quant.enable_smooth,quant.smooth.enable_xw,quant.smooth.enable_yx,quant.wgts.enable_calib_range,word_perplexity,folder
True,True,False,False,False,True,8.260367106076773,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-w.static.kernel.orange/krnl-rot-rodr.Seq.[fc2]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241122.154317
False,True,False,False,False,True,10.157174698750971,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-w.static.kernel.orange/krnl-rodr.Seq.[fc2]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241123.005439
False,True,True,True,True,False,7.922179724102751,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw.yx-w.static.kernel/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241122.220402
True,False,True,False,True,True,8.46305718587758,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.yx-w.static.kernel.orange/krnl-rot-smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241122.190410
True,True,True,False,True,False,10.27165726095267,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.yx-w.static.kernel/krnl-rot-rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241122.151923
False,True,True,True,True,True,7.416632045270903,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw.yx-w.static.kernel.orange/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241122.210031
False,False,True,True,True,True,7.426517912694099,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.xw.yx-w.static.kernel.orange/krnl-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241123.020019
False,False,False,False,False,True,11.582687518793126,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/w.static.kernel.orange/krnl-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241123.053446
False,False,True,False,True,False,19.69776129864986,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.yx-w.static.kernel/krnl-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241123.051509
True,False,True,True,False,True,7.9397025363633675,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.xw-w.static.kernel.orange/krnl-rot-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241122.174803
False,False,True,True,False,True,7.466652604614053,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.xw-w.static.kernel.orange/krnl-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241123.031845
True,False,True,True,True,True,7.818873490028822,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.xw.yx-w.static.kernel.orange/krnl-rot-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241122.162955
True,True,True,True,False,False,9.372546795981915,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw-w.static.kernel/krnl-rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-pileval.128x1024.[0-0]-241122.142948
False,True,True,True,False,True,7.384366212087367,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw-w.static.kernel.orange/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241122.222650
False,True,True,False,True,False,14.415684873425347,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.yx-w.static.kernel/krnl-rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241123.003122
False,True,True,True,False,False,7.829316051184161,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.2-x.16-y.16/w.zint2-x.fp16-y.fp16/w.g16.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw-w.static.kernel/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-pileval.128x1024.[0-0]-241122.232558
