quant.enable_rotation,quant.enable_reorder,quant.enable_smooth,quant.smooth.enable_xw,quant.smooth.enable_yx,quant.wgts.enable_calib_range,quant.wgts.enable_calib_kernel,word_perplexity,folder
True,True,True,False,True,True,True,5.916716239471968,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.yx-w.static.kernel.orange/krnl-rot-rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.184843
True,True,True,True,True,False,True,5.873583338942434,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw.yx-w.static.kernel/krnl-rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241120.172247
False,True,False,False,False,False,True,5.927105655816408,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-w.static.kernel/krnl-rodr.Seq.[fc2]-pileval.128x1024.[0-0]-241121.053321
False,True,True,True,False,False,False,5.868667992660605,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw-w.static/rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-pileval.128x1024.[0-0]-241129.233529
True,True,True,True,False,True,True,5.914486414073787,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw-w.static.kernel.orange/krnl-rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.174812
False,True,True,True,False,True,False,5.847227442810745,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw-w.static.orange/rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241129.231543
False,True,False,False,False,False,False,6.386892276980637,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-w.static/rodr.Seq.[fc2]-pileval.128x1024.[0-0]-241130.003417
True,False,False,False,False,True,True,5.915484160560654,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-w.static.kernel.orange/krnl-rot-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.002729
True,True,True,True,True,True,False,14.408142704320628,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw.yx-w.static.orange/rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241129.185632
False,False,True,True,False,True,False,5.830046902728121,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.xw-w.static.orange/smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241130.010845
False,False,False,False,False,False,False,6.638200923257298,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/w.static/default-pileval.128x1024.[0-0]-241130.021048
False,False,True,False,True,True,True,5.944497810321508,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.yx-w.static.kernel.orange/krnl-smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.082339
True,False,True,True,False,False,False,13.918896474245564,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.xw-w.static/rot-smth.xw.GridSearch.b0.[AbsMax]-pileval.128x1024.[0-0]-241129.214710
True,True,False,False,False,True,True,5.91196706020258,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-w.static.kernel.orange/krnl-rot-rodr.Seq.[fc2]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.195502
False,True,False,False,False,True,True,5.925181282348495,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-w.static.kernel.orange/krnl-rodr.Seq.[fc2]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.045956
True,True,True,True,False,True,False,14.224904256562477,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw-w.static.orange/rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241129.192801
False,True,True,True,True,False,True,5.838751961988102,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw.yx-w.static.kernel/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241121.021731
False,False,False,False,False,True,False,6.447820922945977,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/w.static.orange/w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241130.015455
True,False,True,False,True,True,True,5.907828740847424,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.yx-w.static.kernel.orange/krnl-rot-smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.232638
True,True,True,False,True,False,True,5.910194146426367,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.yx-w.static.kernel/krnl-rot-rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241120.193132
False,True,True,True,True,True,True,5.863821768506325,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw.yx-w.static.kernel.orange/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.012234
False,False,True,True,True,True,True,5.870831553777457,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.xw.yx-w.static.kernel.orange/krnl-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.055611
True,True,False,False,False,True,False,15.321241196238411,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-w.static.orange/rot-rodr.Seq.[fc2]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241129.203220
True,False,True,False,True,True,False,15.356367202830178,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.yx-w.static.orange/rot-smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241129.215721
True,False,True,True,True,True,False,13.68408322266113,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.xw.yx-w.static.orange/rot-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241129.210432
True,True,False,False,False,False,False,15.779758756036706,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-w.static/rot-rodr.Seq.[fc2]-pileval.128x1024.[0-0]-241129.205414
True,True,True,False,True,True,False,15.385619071600962,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.yx-w.static.orange/rot-rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241129.200021
False,False,False,False,False,True,True,5.949089439873895,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/w.static.kernel.orange/krnl-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.092500
False,False,True,False,True,False,False,6.6392843495717795,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.yx-w.static/smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241130.014900
False,False,True,False,True,False,True,5.94310691400311,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.yx-w.static.kernel/krnl-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241121.090234
True,True,True,False,True,False,False,15.879802632193526,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.yx-w.static/rot-rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241129.202040
True,True,True,True,True,False,False,13.60736189257495,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw.yx-w.static/rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241129.191624
True,False,True,True,False,True,True,5.875443326592529,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.xw-w.static.kernel.orange/krnl-rot-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.221149
False,False,True,True,False,True,True,5.8448321938964325,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.xw-w.static.kernel.orange/krnl-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.070814
False,False,True,False,True,True,False,6.447354375254,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.yx-w.static.orange/smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241130.013058
True,False,True,True,True,True,True,5.896192326248719,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.xw.yx-w.static.kernel.orange/krnl-rot-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241120.205448
True,True,True,True,False,False,True,5.871370468908019,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw-w.static.kernel/krnl-rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-pileval.128x1024.[0-0]-241120.182248
True,False,False,False,False,True,False,15.218583076879451,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-w.static.orange/rot-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241129.222120
True,False,True,False,True,False,False,20.789477197475776,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.yx-w.static/rot-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241129.221431
True,True,True,True,False,False,False,13.721820758711193,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-reorder-smooth.xw-w.static/rot-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-pileval.128x1024.[0-0]-241129.195021
False,True,True,True,False,True,True,5.876878636693028,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw-w.static.kernel.orange/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241121.023942
False,True,True,False,True,False,True,5.926925484211032,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.yx-w.static.kernel/krnl-rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241121.043643
False,True,True,False,True,True,False,6.264817722853659,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.yx-w.static.orange/rodr.Seq.[fc2]-smth.yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241129.234447
True,False,True,True,True,False,False,13.939400125405529,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/rot-smooth.xw.yx-w.static/rot-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241129.212307
False,True,True,True,True,False,False,5.871019118626114,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw.yx-w.static/rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241129.230620
False,False,True,True,True,False,False,5.854312302790562,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/smooth.xw.yx-w.static/smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-pileval.128x1024.[0-0]-241130.010242
False,True,True,True,True,True,False,5.850777867458725,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw.yx-w.static.orange/rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax].yx.a0p5.b0.[AbsMax].[qk]-w.range.ProductsError.[0p8.1.g20].skip.[qkv]-pileval.128x1024.[0-0]-241129.224504
False,True,True,True,False,False,True,5.8398838221087255,/scale/cal/home/jychoi/model/qserve_checkpoints/llm/llama2/llama2-7b/w.3-x.16-y.16/w.zint3-x.fp16-y.fp16/w.g32.fp16-x.tnsr.fp16-y.tnsr.fp16/reorder-smooth.xw-w.static.kernel/krnl-rodr.Seq.[fc2]-smth.xw.GridSearch.b0.[AbsMax]-pileval.128x1024.[0-0]-241121.033323
